movie_title,character_name,cornell_character,actor_name,cast_order,actor_id
my girl 2,Judy,JUDY,Lauren Ashley,17,3806101
my girl 2,Kevin Phillips,KEVIN,Roland Thomson,18,1212740
my girl 2,Rich Boy,BOY,Devon Gummersall,19,54455
my girl 2,Gnarly Old Man,MAN,George D. Wallace,22,1273694
my mother dreams the satan's disciples in new york,Marian,MARIAN,Helen Stenborg,0,160261
my mother dreams the satan's disciples in new york,Paula,PAULA,Patricia Dunnock,1,163956
mystery men,Furious,FURIOUS,Ben Stiller,0,7399
mystery men,Blue Raja,RAJA,Hank Azaria,1,5587
mystery men,Shoveler,SHOVELER,William H. Macy,2,3905
mystery men,Captain Amazing,AMAZING,Greg Kinnear,3,17141
mystery men,Invisible Boy,INVISIBLE BOY,Kel Mitchell,4,59645
mystery men,Bowler,BOWLER,Janeane Garofalo,6,21197
mystery men,Sphinx,SPHINX,Wes Studi,7,15853
mystery men,Monica,MONICA,Claire Forlani,8,4174
mystery men,Casanova Frankenstein,CASANOVA,Geoffrey Rush,9,118
mystery men,Dr. Anabel Leek,ANABEL,Lena Olin,10,5313
mystery men,Tony P,TONY P,Eddie Izzard,11,1926
mystery men,Doc Heller,HELLER,Tom Waits,12,2887
mystery of the wax museum,Florence Dempsey,FLORENCE,Glenda Farrell,1,29315
mystery of the wax museum,Ralph Burton,RALPH,Allen Vincent,2,1128883
mystery of the wax museum,Charlotte Duncan,CHARLOTTE,Fay Wray,3,3242
mystery of the wax museum,Editor Jim,EDITOR,Frank McHugh,4,74875
mystery of the wax museum,George Winton,WINTON,Gavin Gordon,7,2927
mystery of the wax museum,Detective (Uncredited),DETECTIVE,William B. Davidson,12,95729
mystery of the wax museum,Police Sergeant by Christmas tree,SERGEANT,Robert Emmett O'Connor,21,10806
mystery of the wax museum,Igor's Assistant (Uncredited),IGOR,Otto Hoffman,25,103947
napoleon,Napoleon Bonaparte,NAPOLEON,Joaquin Phoenix,0,73421
napoleon,Josephine Bonaparte,JOSEPHINE,Vanessa Kirby,1,556356
napoleon,Paul Barras,BARRAS,Tahar Rahim,2,81051
napoleon,Junot,JUNOT,Mark Bonnar,4,1231402
napoleon,Talleyrand,TALLEYRAND,Paul Rhys,5,80365
napoleon,Caulaincourt,CAULAINCOURT,Ben Miles,6,11280
napoleon,Tsar Alexander,ALEXANDER,Edouard Philipponnat,8,1700994
napoleon,Emperor Francis I,FRANCIS,Miles Jupp,9,221857
napoleon,Hippolyte Charles,CHARLES,Jannis Niewöhner,15,54676
napoleon,Eugene I,EUGENE,Benjamin Chivers,20,3760977
napoleon,Bourrienne (Napoleon's Secretary),BOURRIENNE,Jonathan Barnwell,55,1364120
napoleon,Girl St Helena,GIRL,Olivia Juno Cleverley,76,4516702
nashville,Norman,NORMAN,David Arkin,0,9808
nashville,Delbert Reese,REESE,Ned Beatty,2,13726
nashville,Barbara Jean,BARBARA JEAN,Ronee Blakley,4,13652
nashville,Tom Frank,TOM,Keith Carradine,6,30613
nashville,Opal,OPAL,Geraldine Chaplin,7,400
nashville,Wade Cooley,WADE,Robert DoQui,8,30615
nashville,L.A. Joan,L.A. JOAN,Shelley Duvall,9,10409
nashville,Barnett,BARNETT,Allen Garfield,10,922
nashville,Winifred / Albuquerque,ALBUQUERQUE,Barbara Harris,13,30618
nashville,Kenny Frasier,KENNY,David Hayward,14,30619
nashville,John Triplette,TRIPLETTE,Michael Murphy,15,4776
nashville,Bill,BILL,Allan F. Nicholls,16,30601
nashville,Bud Hamilton,BUD,Dave Peel,17,30602
nashville,Mary,MARY,Cristina Raines,18,30620
nashville,Linnea Reese,LINNEA,Lily Tomlin,19,10437
nashville,Sueleen Gay,SUELEEN,Gwen Welles,20,30622
nashville,Mr. Green,GREEN,Keenan Wynn,21,4966
nashville,Tricycle Man,MAN,Jeff Goldblum,22,4785
nashville,Star,STAR,Bert Remsen,23,30621
natural born killers,Mickey Knox,MICKEY,Woody Harrelson,0,57755
natural born killers,Mallory Knox,MALLORY,Juliette Lewis,1,3196
natural born killers,Wayne Gale,WAYNE,Robert Downey Jr.,2,3223
natural born killers,Warden Dwight McClusky,MCCLUSKY,Tommy Lee Jones,3,2176
natural born killers,Det. Jack Scagnetti,SCAGNETTI,Tom Sizemore,4,3197
natural born killers,Deputy Warden Wurlitzer,WURLITZER,Everett Quinton,11,3199
natural born killers,Mabel,MABEL,O-Lan Jones,12,1912
natural born killers,Roger,ROGER,Kirk Baltz,17,3206
never been kissed,Josie Geller,JOSIE,Drew Barrymore,0,69597
never been kissed,Rob Geller,ROB,David Arquette,1,15234
never been kissed,Anita,ANITA,Molly Shannon,2,28640
never been kissed,Sam Coulson,SAM,Michael Vartan,3,15424
never been kissed,Kirsten,KIRSTEN,Jessica Alba,4,56731
never been kissed,Gus Strauss,GUS,John C. Reilly,5,4764
never been kissed,George,GEORGE,Cress Williams,11,157847
never been kissed,Aldys,ALDYS,Leelee Sobieski,18,22290
never been kissed,Gibby,GIBBY,Jordan Ladd,20,20492
never been kissed,Guy Perkins,GUY,Jeremy Jordan,21,94999
never been kissed,Tracy,TRACY,Katie Lansdale,23,1570015
never been kissed,Sheila,SHEILA,Marissa Jaret Winokur,37,76742
never been kissed,Monty Malik,MONTY,Mike Moyer,40,56690
new nightmare,Heather Langenkamp / Nancy Thompson,HEATHER,Heather Langenkamp,0,5141
new nightmare,Dylan Porter,DYLAN,Miko Hughes,2,8186
new nightmare,Wes Craven,WES,Wes Craven,3,5140
new nightmare,Chase Porter,CHASE,David Newsom,4,166594
new nightmare,Julie,JULIE,Tracy Middendorf,5,12547
new nightmare,Sara Risher,SARA,Sara Risher,17,13668
next friday,Craig Jones,CRAIG,Ice Cube,0,9778
next friday,Day-Day,DAY-DAY,Mike Epps,1,51944
next friday,Roach,ROACH,Justin Pierce,2,57389
next friday,Mr. Jones,MR. JONES,John Witherspoon,3,56902
next friday,Uncle Elroy,UNCLE ELROY,Don Curry,4,65132
next friday,Joker,JOKER,Jacob Vargas,5,16429
next friday,D'wana,D'WANA,Tamala Jones,6,59154
next friday,Pinky,PINKY,Clifton Powell,7,58924
next friday,Suga,SUGA,Kym Whitley,9,80597
next friday,Debo,DEBO,Tommy Lister Jr.,14,8396
next friday,Karla,KARLA,Lisa Rodríguez,16,98899
next friday,Customer #1,CUSTOMER #1,Michael Blackson,20,205578
nick of time,Gene Watson,GENE,Johnny Depp,0,85
nick of time,Lynn Watson,LYNN,Courtney Chase,1,21365
nick of time,Mr. Smith,MR. SMITH,Christopher Walken,3,4690
nick of time,Ms. Jones,MS. JONES,Roma Maffia,4,21366
nick of time,Brendan Grant,BRENDAN GRANT,Peter Strauss,5,21368
nick of time,Krista Brooks,KRISTA,Gloria Reuben,6,21369
nick of time,Officer Trust,OFFICER TRUST,Bill Smitrovich,9,17200
nick of time,Mystery Man,MYSTERY MAN,G. D. Spradlin,10,3173
ninotchka,Count Leon d'Algout,LEON,Melvyn Douglas,1,19550
ninotchka,Grand Duchess Swana,SWANA,Ina Claire,2,116185
ninotchka,Commissar Razinin,RAZININ,Bela Lugosi,3,1547
ninotchka,Comrade Iranoff,IRANOFF,Sig Ruman,4,2497
ninotchka,Comrade Buljanoff,BULJANOFF,Felix Bressart,5,2494
ninotchka,Comrade Kopalski,KOPALSKI,Alexander Granach,6,9842
ninotchka,Count Alexis Rakonin,RAKONIN,Gregory Gaye,7,19551
ninotchka,Hotel Manager,MANAGER,Rolfe Sedan,8,19552
ninotchka,Gaston,GASTON,Richard Carle,10,19553
ninotchka,Porter at Railroad Station (uncredited),PORTER,George Davis,11,120701
ninotchka,Louis the Headwaiter (uncredited),HEADWAITER,Armand Kaliz,32,128160
ninotchka,Soviet Lawyer (uncredited),LAWYER,Frank Reicher,38,3245
ninotchka,Moscow Roommate Anna (uncredited),ANNA,Tamara Shayne,42,85486
ninotchka,Russian Visa Official (uncredited),OFFICIAL,George Tobias,47,30272
ninotchka,Taxi Driver (uncredited),TAXI DRIVER,Wolfgang Zilzer,53,29124
nixon,Richard Nixon,NIXON,Anthony Hopkins,0,4173
nixon,Pat Nixon,PAT,Joan Allen,1,11148
nixon,Alexander Haig,HAIG,Powers Boothe,2,6280
nixon,E. Howard Hunt,HUNT,Ed Harris,3,228
nixon,J. Edgar Hoover,HOOVER,Bob Hoskins,4,382
nixon,John Mitchell,MITCHELL,E.G. Marshall,5,5249
nixon,Ron Ziegler,ZIEGLER,David Paymer,6,19839
nixon,John Dean,DEAN,David Hyde Pierce,7,11076
nixon,Henry Kissinger,KISSINGER,Paul Sorvino,8,7004
nixon,Hannah Nixon,HANNAH,Mary Steenburgen,9,2453
nixon,John Ehrlichman,EHRLICHMAN,J.T. Walsh,10,22131
nixon,H.R. Haldeman,HALDEMAN,James Woods,11,4512
nixon,Clyde Tolson,TOLSON,Brian Bedford,12,70843
nixon,Harold Nixon,HAROLD,Tony Goldwyn,17,3417
nixon,Jack Jones,JONES,Larry Hagman,18,6840
nixon,Nelson Rockefeller,ROCKEFELLER,Edward Herrmann,19,52995
nixon,Frank Sturgis,STURGIS,Robert Beltran,24,50880
nixon,Gordon Liddy,LIDDY,John Diehl,26,4942
nixon,"Richard Nixon, 19 Years Old",RICHARD,David Barry Gray,29,94974
nixon,Sandy,SANDY,Bridgette Wilson-Sampras,40,20751
nixon,Mao Tse-Tung,MAO,Ric Young,42,11397
nixon,Manolo Sanchez,MANOLO,Tony Plana,88,41737
nixon,Richard Helms,HELMS,Sam Waterston,89,8975
no country for old men,Anton Chigurh,CHIGURH,Javier Bardem,0,3810
no country for old men,Ed Tom Bell,BELL,Tommy Lee Jones,1,2176
no country for old men,Llewelyn Moss,MOSS,Josh Brolin,2,16851
no country for old men,Carson Wells,WELLS,Woody Harrelson,3,57755
no country for old men,Wendell,WENDELL,Garret Dillahunt,5,39520
no country for old men,Loretta Bell,LORETTA,Tess Harper,6,41249
no country for old men,Ellis,ELLIS,Barry Corbin,7,12852
no country for old men,Man Who Hires Wells,MAN,Stephen Root,8,17401
no country for old men,Carla Jean's Mother,CARLA JEAN,Beth Grant,10,5151
no country for old men,Poolside Woman,WOMAN,Ana Reeder,11,51733
no country for old men,Gas Station Proprietor,PROPRIETOR,Gene Jones,16,1194944
no country for old men,Del Rio Motel Clerk,CLERK,Margaret Bowman,21,114977
no country for old men,Hitchhiking Driver,DRIVER,Mathew Greer,28,559328
no country for old men,INS Official,OFFICIAL,Brandon Smith,36,36637
nothing but a man,Duff Anderson,DUFF,Ivan Dixon,0,95224
nothing but a man,Josie,JOSIE,Abbey Lincoln,1,174651
nothing but a man,Will Anderson,WILL,Julius Harris,2,6772
nothing but a man,Lee,LEE,Gloria Foster,3,9364
nothing but a man,Frankie,FRANKIE,Leonard Parker,5,159885
nothing but a man,Jocko,JOCKO,Yaphet Kotto,6,5050
nothing but a man,Effie Simms,EFFIE,Helen Lounck,8,1043407
nothing but a man,Doris,DORIS,Helene Arrindell,9,1043408
nothing but a man,Car Owner,OWNER,Walter Wilson,10,1043409
nothing but a man,Pop,POP,Milton Williams,11,1043410
nothing but a man,Mill Foreman,FOREMAN,Gil Rogers,20,171036
nothing but a man,Undertaker,UNDERTAKER,Jay Brooks,26,203886
notting hill,Anna Scott,ANNA,Julia Roberts,0,1204
notting hill,William Thacker,WILLIAM,Hugh Grant,1,3291
notting hill,Bella,BELLA,Gina McKee,2,18022
notting hill,Max,MAX,Tim McInnerny,3,41043
notting hill,Spike,SPIKE,Rhys Ifans,4,7026
notting hill,Honey,HONEY,Emma Chambers,5,7446
notting hill,Bernie,BERNIE,Hugh Bonneville,6,19923
notting hill,Martin,MARTIN,James Dreyfus,8,7027
notting hill,Rufus the Thief,THIEF,Dylan Moran,9,7028
notting hill,Perfect Girl,GIRL,Emily Mortimer,15,1246
notting hill,Security Man,SECURITY,Tony Armatrading,24,103033
notting hill,Jeff King (uncredited),JEFF,Alec Baldwin,37,7447
nuovo cinema paradiso,Alfredo,ALFREDO,Philippe Noiret,0,24366
nuovo cinema paradiso,Salvatore 'Totò' Di Vita (adult),SALVATORE,Jacques Perrin,1,20030
nuovo cinema paradiso,Elena Mendola (teen) / Elena's daughter (in Director's cut),ELENA,Agnese Nano,4,120152
nuovo cinema paradiso,Maria Di Vita (young),MARIA,Antonella Attili,5,70083
nuovo cinema paradiso,Spaccafico,SPACCAFICO,Enzo Cannavale,7,52657
nurse betty,Charlie,CHARLIE,Morgan Freeman,0,192
nurse betty,Betty,BETTY,Renée Zellweger,1,9137
nurse betty,Wesley,WESLEY,Chris Rock,2,2632
nurse betty,Del,DEL,Aaron Eckhart,4,6383
nurse betty,Rosa,ROSA,Tia Texada,5,68430
nurse betty,Roy,ROY,Crispin Glover,6,1064
nurse betty,Ballard,BALLARD,Pruitt Taylor Vince,7,3201
nurse betty,Lyla,LYLA,Allison Janney,8,19
nurse betty,Sue Ann,SUE ANN,Kathleen Wilhoite,9,42335
nurse betty,Darlene,DARLENE,Susan Barnes,11,104059
nurse betty,Ellen,ELLEN,Harriet Sansom Harris,12,538
nurse betty,Dr. Lonnie Walsh,LONNIE,Laird Macintosh,14,20287
nurse betty,Blake,BLAKE,Steven Gilborn,15,31032
nurse betty,Mercedes,MERCEDES,Jenny Gago,16,129872
nurse betty,Joyce,JOYCE,Sheila Kelley,17,68109
nurse betty,Doctor,DOCTOR,Wayne Tippit,19,141195
nurse betty,Chief Nurse,CHIEF NURSE,Cynthia Martells,22,151349
nurse betty,Studio Guard,GUARD,Max Murphy,27,1802040
"o brother, where art thou?",Everett,EVERETT,George Clooney,0,1461
"o brother, where art thou?",Pete Hogwallop,PETE,John Turturro,1,1241
"o brother, where art thou?",Delmar O'Donnell,DELMAR,Tim Blake Nelson,2,1462
"o brother, where art thou?",Penny,PENNY,Holly Hunter,4,18686
"o brother, where art thou?",Pappy O'Daniel,PAPPY,Charles Durning,6,1466
"o brother, where art thou?",Junior O'Daniel,JUNIOR,Del Pentecost,7,1467
"o brother, where art thou?",The Little Man,MAN,Ed Gale,12,1471
"o brother, where art thou?",Sheriff Cooley,COOLEY,Daniel von Bargen,14,1473
"o brother, where art thou?",Mr. French,FRENCH,John Locke,21,3763138
on the waterfront,Terry Malloy,TERRY,Marlon Brando,0,3084
on the waterfront,Father Barry,FATHER BARRY,Karl Malden,1,9857
on the waterfront,Johnny Friendly,JOHNNY,Lee J. Cobb,2,5248
on the waterfront,Edie Doyle,EDIE,Eva Marie Saint,3,2639
on the waterfront,Charley Malloy,CHARLEY,Rod Steiger,4,522
on the waterfront,Glover,GLOVER,Leif Erickson,6,9865
on the waterfront,Big Mac,BIG MAC,James Westerfield,7,9866
on the waterfront,Jimmy,JIMMY,Arthur Keegan,14,977392
on the waterfront,Barney,BARNEY,Abe Simon,15,1125637
on the waterfront,Mrs. Collins (uncredited),MRS. COLLINS,Anne Hegira,20,123010
on the waterfront,Jocko (uncredited),JOCKO,Pat Hingle,21,3798
one flew over the cuckoo's nest,Randle Patrick McMurphy,MCMURPHY,Jack Nicholson,0,514
one flew over the cuckoo's nest,Billy Bibbit,BILLY,Brad Dourif,1,1370
one flew over the cuckoo's nest,Martini,MARTINI,Danny DeVito,3,518
one flew over the cuckoo's nest,Dale Harding,HARDING,William Redfield,4,7072
one flew over the cuckoo's nest,Orderly Turkle,TURKLE,Scatman Crothers,5,7077
one flew over the cuckoo's nest,Max Taber,TABER,Christopher Lloyd,6,1062
one flew over the cuckoo's nest,Chief Bromden,BROMDEN,Will Sampson,7,68301
one flew over the cuckoo's nest,Dr. John Spivey,SPIVEY,Dean R. Brooks,8,7075
one flew over the cuckoo's nest,Charlie Cheswick,CHESWICK,Sydney Lassick,10,7085
one flew over the cuckoo's nest,Jim Sefelt,SEFELT,William Duell,11,7079
one flew over the cuckoo's nest,Bruce Fredrickson,FREDRICKSON,Vincent Schiavelli,12,3418
one flew over the cuckoo's nest,Washington,WASHINGTON,Nathan George,18,7082
one flew over the cuckoo's nest,Rose,ROSE,Louisa Moritz,20,100560
one flew over the cuckoo's nest,Candy,CANDY,Mews Small,21,133774
one flew over the cuckoo's nest,Scanlon,SCANLON,Delos V. Smith Jr.,22,276531
one flew over the cuckoo's nest,Nurse Itsu,NURSE ITSU,Lan Fendors,23,7081
one flew over the cuckoo's nest,Nurse Pilbow,NURSE PILBOW,Mimi Sarkisian,24,1544194
one flew over the cuckoo's nest,Night Supervisor,NIGHT SUPERVISOR,Kay Lee,26,7086
orgy of the dead,Shirley / Gold Girl,SHIRLEY,Pat Barrington,2,45170
orgy of the dead,Bob,BOB,William Bates,3,1625406
orgy of the dead,The Mummy,THE MUMMY,Louis Ojena,13,1134865
out of sight,Jack Foley,FOLEY,George Clooney,0,1461
out of sight,Karen Sisco,KAREN,Jennifer Lopez,1,16866
out of sight,Buddy Bragg,BUDDY,Ving Rhames,2,10182
out of sight,Maurice 'Snoopy' Miller,MAURICE,Don Cheadle,3,1896
out of sight,Glenn Michaels,GLENN,Steve Zahn,4,18324
out of sight,Marshall Sisco,MARSHALL,Dennis Farina,5,1117
out of sight,Adele Delisi,ADELE,Catherine Keener,6,2229
out of sight,Kenneth,KENNETH,Isaiah Washington,7,21353
out of sight,Richard Ripley,RIPLEY,Albert Brooks,8,13
out of sight,Moselle,MOSELLE,Viola Davis,10,19492
out of sight,Pup,PUP,Scott Allen,18,80481
out of sight,Daniel Burdon,BURDON,Wendell B. Harris Jr.,22,1032055
out of sight,White Boy Bob,WHITE BOY BOB,Keith Loneker,25,54714
out of sight,Raymond Cruz,CRUZ,Paul Calderon,28,3137
out of sight,Ray Nicolette (uncredited),RAY,Michael Keaton,38,2232
out of sight,Hejira Henry (uncredited),HEJIRA,Samuel L. Jackson,39,2231
panic room,Meg Altman,MEG,Jodie Foster,0,1038
panic room,Sarah Altman,SARAH,Kristen Stewart,1,37917
panic room,Burnham,BURNHAM,Forest Whitaker,2,2178
panic room,Raoul,RAOUL,Dwight Yoakam,3,20309
panic room,Junior,JUNIOR,Jared Leto,4,7499
panic room,Lydia Lynch,LYDIA,Ann Magnuson,6,37042
panic room,Evan Kurlander,EVAN,Ian Buchanan,7,15865
panther,Judge,JUDGE,Kadeem Hardison,0,66554
panther,Tyrone,TYRONE,Bokeem Woodbine,1,71913
panther,Brimmer,BRIMMER,Joe Don Baker,2,10671
panther,Bobby Seale,BOBBY,Courtney B. Vance,3,24047
panther,Cy,CY,Tyrin Turner,4,57773
panther,Huey P. Newton,HUEY,Marcus Chong,5,9372
panther,Eldridge Cleaver,ELDRIDGE,Anthony Griffith,6,131118
panther,Rose,ROSE,Bobby Brown,7,93279
panther,Alma,ALMA,Nefertiti,8,1591266
panther,Rodgers,RODGERS,James Russo,9,785
panther,Rita,RITA,Jenifer Lewis,10,15899
panther,J. Edgar Hoover,HOOVER,Richard Dysart,14,15413
panther,Dorsett,DORSETT,M. Emmet Walsh,15,588
panther,Sabu,SABU,Anthony Johnson,19,83101
panther,Gene McKinney,GENE,Lahmard J. Tate,22,98298
panther,Charles Garry,GARRY,Robert Culp,79,73022
pearl harbor,Rafe McCawley,RAFE,Ben Affleck,0,880
pearl harbor,Evelyn Johnson,EVELYN,Kate Beckinsale,1,3967
pearl harbor,Danny Walker,DANNY,Josh Hartnett,2,2299
pearl harbor,Franklin D. Roosevelt,ROOSEVELT,Jon Voight,4,10127
pearl harbor,Earl Sistern,EARL,Tom Sizemore,5,3197
pearl harbor,James Doolittle,DOOLITTLE,Alec Baldwin,6,7447
pearl harbor,Red Winkle,RED,Ewen Bremner,7,1125
pearl harbor,Billy Thompson,BILLY,William Lee Scott,8,10128
pearl harbor,Anthony Fusco,ANTHONY,Greg Zola,9,10129
pearl harbor,Betty Bayer,BETTY,Jaime King,11,5915
pearl harbor,Barbara,BARBARA,Catherine Kellner,12,10130
pearl harbor,Adm. Isoroku Yamamoto,YAMAMOTO,Mako,17,10134
pearl harbor,Nishikura,NISHIKURA,John Fujioka,18,10133
pearl harbor,Cmdr. Minoru Genda,GENDA,Cary-Hiroyuki Tagawa,19,11398
pearl harbor,Dorie's Friend,DORIE,Rufus Dorsey,28,112347
pearl harbor,Ian,IAN,Tony Curran,97,2220
peggy sue got married,Peggy Sue,PEGGY,Kathleen Turner,0,3391
peggy sue got married,Charlie Bodell,CHARLIE,Nicolas Cage,1,2963
peggy sue got married,Richard Norvik,RICHARD,Barry Miller,2,62014
peggy sue got married,Carol Heath,CAROL,Catherine Hicks,3,2022
peggy sue got married,Maddy Nagle,MADDY,Joan Allen,4,11148
peggy sue got married,Michael Fitzsimmons,MICHAEL,Kevin J. O'Connor,5,18916
peggy sue got married,Rosalie Testa,ROSALIE,Lucinda Jenney,8,5148
peggy sue got married,Nancy Kelcher,NANCY,Sofia Coppola,12,1769
peggy sue got married,Elizabeth Alvorg,ELIZABETH,Maureen O'Sullivan,13,41516
peggy sue got married,Barney Alvorg,BARNEY,Leon Ames,14,13994
peggy sue got married,Beth Bodell,BETH,Helen Hunt,16,9994
peggy sue got married,Terry,TERRY,Glenn Withrow,25,2881
pet sematary,Louis Creed,LOUIS,Jason Clarke,0,76512
pet sematary,Rachel Creed,RACHEL,Amy Seimetz,1,139150
pet sematary,Jud Crandall,JUD,John Lithgow,2,12074
pet sematary,Ellie Creed,ELLIE,Jeté Laurence,3,1853972
pet sematary,Victor Pascow,PASCOW,Obssa Ahmed,6,2143870
pet sematary ii,Chase Matthews,CHASE,Anthony Edwards,1,11085
pet sematary ii,Sheriff Gus Gilbert,GUS,Clancy Brown,2,6574
pet sematary ii,Marjorie Hargrove,MARJORIE,Sarah Trigger,4,5601
pet sematary ii,Renee Hallow,RENEE,Darlanne Fluegel,6,4761
pet sematary ii,Drew Gilbert,DREW,Jason McGuire,7,2140105
pet sematary ii,Quentin Yolander,YOLANDER,Jim Peck,8,2107077
philadelphia,Andrew Beckett,ANDREW,Tom Hanks,0,31
philadelphia,Joe Miller,JOE,Denzel Washington,1,5292
philadelphia,Charles Wheeler,WHEELER,Jason Robards,2,4765
philadelphia,Belinda Conine,BELINDA,Mary Steenburgen,3,2453
philadelphia,Miguel Alvarez,MIGUEL,Antonio Banderas,4,3131
philadelphia,Bob Seidman,SEIDMAN,Ron Vawter,5,32592
philadelphia,Walter Kenton,KENTON,Robert Ridgely,6,25626
philadelphia,Judge Garnett,JUDGE GARNETT,Charles Napier,7,16119
philadelphia,Lisa Miller,LISA,Lisa Summerour,8,1318896
philadelphia,Mr. Laird,LAIRD,Roger Corman,13,102429
philadelphia,Anthea Burton,ANTHEA,Anna Deavere Smith,27,63279
philadelphia,Sarah Beckett,SARAH,Joanne Woodward,34,109410
philadelphia,Rachel Smilow,RACHEL,Stephanie Roth Haberle,38,58539
philadelphia,Dr. Armbruster,DR. ARMBRUSTER,Bill Rowe,39,1397318
pirates of the caribbean,Jack Sparrow,JACK,Johnny Depp,0,85
pirates of the caribbean,Will Turner,WILL,Orlando Bloom,1,114
pirates of the caribbean,Elizabeth Swann,ELIZABETH,Keira Knightley,2,116
pirates of the caribbean,Hector Barbossa,BARBOSSA,Geoffrey Rush,3,118
pirates of the caribbean,James Norrington,NORRINGTON,Jack Davenport,4,1709
pirates of the caribbean,Weatherby Swann,SWANN,Jonathan Pryce,5,378
pirates of the caribbean,Pintel,PINTEL,Lee Arenberg,6,1710
pirates of the caribbean,Gillette,GILLETTE,Damian O'Hare,8,1712
pirates of the caribbean,Murtogg,MURTOGG,Giles New,9,1713
pirates of the caribbean,Mullroy,MULLROY,Angus Barnett,10,1714
pirates of the caribbean,Joshamee Gibbs,GIBBS,Kevin McNally,14,2449
pirates of the caribbean,Anamaria,ANAMARIA,Zoe Saldaña,16,8691
pitch black,Richard B. Riddick,RIDDICK,Vin Diesel,0,12835
pitch black,Carolyn Fry,FRY,Radha Mitchell,1,8329
pitch black,William J. Johns,JOHNS,Cole Hauser,2,6614
pitch black,Paris P. Ogilvie,PARIS,Lewis Fitz-Gerald,3,28099
pitch black,Shazza,SHAZZA,Claudia Black,4,26054
pitch black,Greg Owens,OWENS,Simon Burke,8,28100
platinum blonde,Gallagher,GALLAGHER,Loretta Young,2,85848
platinum blonde,Smythe,SMYTHE,Halliwell Hobbes,3,29601
platinum blonde,Dexter Grayson,GRAYSON,Reginald Owen,4,5832
platinum blonde,Mrs. Schuyler,MRS. SCHUYLER,Louise Closser Hale,5,13344
platinum blonde,Conroy,CONROY,Edmund Breese,7,30016
platinum blonde,Bingy Baker,BINGY,Walter Catlett,8,13819
platinum blonde,Dawson - the Valet,DAWSON,Claud Allister,9,117697
platinum blonde,Hank (uncredited),HANK,Eddy Chandler,12,120734
platoon,Chris Taylor,CHRIS,Charlie Sheen,0,6952
platoon,Sergeant Elias Gordon,ELIAS,Willem Dafoe,1,5293
platoon,"Sergeant Robert ""Bob"" Barnes",BARNES,Tom Berenger,2,13022
platoon,Bunny,BUNNY,Kevin Dillon,3,6863
platoon,Big Harold,BIG HAROLD,Forest Whitaker,4,2178
platoon,Lieutenant Wolfe,WOLFE,Mark Moses,5,11889
platoon,King,KING,Keith David,6,65827
platoon,Rhah,RHAH,Francesco Quinn,8,11886
platoon,Sergeant O'Neill,O'NEILL,John C. McGinley,9,11885
platoon,Gator Lerner,LERNER,Johnny Depp,10,85
platoon,Junior,JUNIOR,Reggie Johnson,11,11888
platoon,Crawford,CRAWFORD,Chris Pedersen,13,11890
platoon,Francis,FRANCIS,Corey Glover,16,11894
pleasantville,David,DAVID,Tobey Maguire,0,2219
pleasantville,Jennifer,JENNIFER,Reese Witherspoon,1,368
pleasantville,George Parker,GEORGE,William H. Macy,2,3905
pleasantville,Betty Parker,BETTY,Joan Allen,3,11148
pleasantville,Mr. Johnson,MR. JOHNSON,Jeff Daniels,4,8447
pleasantville,Big Bob,BIG BOB,J.T. Walsh,5,22131
pleasantville,Margaret Henderson,MARGARET,Marley Shelton,8,6407
pleasantville,Howard,HOWARD,Giuseppe Andrews,10,4133
pleasantville,Mark Davis,MARK,Justin Nimmo,18,1236103
pleasantville,Mr. Simpson,MR. SIMPSON,Harry Singleton,21,2204179
pleasantville,Juke Box Boy,BOY,Danny Strong,28,35550
pleasantville,Police Chief Dan,DAN,James Keane,49,1739
point break,Bodhi,BODHI,Edgar Ramírez,0,25616
point break,Johnny Utah,UTAH,Luke Bracey,1,972356
point break,Angelo Pappas,PAPPAS,Ray Winstone,3,5538
predator,"Major Alan ""Dutch"" Schaefer",SCHAEFER,Arnold Schwarzenegger,0,1100
predator,Al Dillon,DILLON,Carl Weathers,1,1101
predator,Mac Eliot,MAC,Bill Duke,4,1103
predator,Billy Sole,BILLY,Sonny Landham,6,1105
predator,"Jorge ""Poncho"" Ramirez",RAMIREZ,Richard Chaves,7,1106
pretty woman,Edward Lewis,EDWARD,Richard Gere,0,1205
pretty woman,Vivian Ward,VIVIAN,Julia Roberts,1,1204
pretty woman,Philip Stuckey,STUCKEY,Jason Alexander,2,1206
pretty woman,David Morse,DAVID,Alex Hyde-White,4,747
pretty woman,Kit De Luca,KIT,Laura San Giacomo,5,1212
pretty woman,Bridget,BRIDGET,Elinor Donahue,8,1209
pretty woman,Landlord,LANDLORD,Larry Hankin,17,11519
pretty woman,Snobby Saleswoman,SALESWOMAN,Dey Young,44,39568
pretty woman,Jake,JAKE,Daniel Bardol,62,2361363
psycho,Norman Bates,NORMAN,Anthony Perkins,0,7301
psycho,Lila Crane,LILA,Vera Miles,2,7303
psycho,Sam Loomis,SAM,John Gavin,3,7304
psycho,Private Det. Milton Arbogast,ARBOGAST,Martin Balsam,4,1936
psycho,Sheriff Al Chambers,SHERIFF,John McIntire,5,53010
psycho,Caroline,CAROLINE,Patricia Hitchcock,8,12500
psycho,Mrs. Chambers,MRS. CHAMBERS,Lurene Tuttle,10,19781
punch-drunk love,Barry Egan,BARRY,Adam Sandler,0,19292
